Age,Flight Distance,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Satisfaction
8.0,671.0,2.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,Satisfied
11.0,479.0,5.0,4.0,1.0,5.0,1.0,3.0,3.0,1.0,Neutral or Dissatisfied
16.0,233.0,1.0,5.0,0.0,5.0,0.0,2.0,5.0,2.0,Neutral or Dissatisfied
36.0,3660.0,0.0,1.0,1.0,4.0,2.0,1.0,5.0,2.0,Satisfied
41.0,109.0,0.0,3.0,4.0,5.0,5.0,3.0,5.0,4.0,Satisfied
20.0,836.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Satisfied
63.0,496.0,0.0,4.0,5.0,3.0,5.0,3.0,5.0,1.0,Neutral or Dissatisfied
41.0,1050.0,0.0,4.0,4.0,3.0,1.0,4.0,5.0,3.0,Satisfied
48.0,562.0,0.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,Satisfied
22.0,842.0,0.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,Neutral or Dissatisfied
54.0,250.0,0.0,1.0,1.0,4.0,5.0,1.0,4.0,5.0,Satisfied
59.0,748.0,0.0,5.0,1.0,3.0,5.0,3.0,5.0,5.0,Neutral or Dissatisfied
43.0,1005.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,Neutral or Dissatisfied
50.0,185.0,0.0,1.0,1.0,5.0,4.0,1.0,1.0,4.0,Satisfied
44.0,873.0,0.0,4.0,4.0,1.0,5.0,4.0,4.0,1.0,Satisfied
40.0,2475.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,Neutral or Dissatisfied
48.0,1609.0,0.0,5.0,3.0,5.0,4.0,2.0,2.0,4.0,Neutral or Dissatisfied
32.0,3712.0,0.0,2.0,2.0,4.0,5.0,2.0,3.0,5.0,Satisfied
42.0,3959.0,0.0,2.0,2.0,3.0,4.0,2.0,5.0,5.0,Satisfied
62.0,821.0,0.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0,Satisfied
41.0,164.0,0.0,1.0,1.0,5.0,5.0,1.0,4.0,5.0,Satisfied
39.0,332.0,0.0,2.0,2.0,3.0,2.0,4.0,1.0,3.0,Neutral or Dissatisfied
22.0,536.0,0.0,3.0,3.0,4.0,3.0,1.0,2.0,1.0,Neutral or Dissatisfied
43.0,2248.0,0.0,1.0,1.0,3.0,4.0,1.0,4.0,5.0,Satisfied
51.0,1726.0,0.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,Satisfied
46.0,2556.0,0.0,2.0,2.0,5.0,5.0,2.0,5.0,4.0,Satisfied
64.0,859.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,5.0,Neutral or Dissatisfied
25.0,1167.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,Neutral or Dissatisfied
48.0,2258.0,0.0,3.0,3.0,5.0,1.0,3.0,5.0,2.0,Satisfied
52.0,1091.0,0.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,Satisfied
43.0,192.0,0.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,Neutral or Dissatisfied
62.0,345.0,0.0,0.0,0.0,4.0,5.0,1.0,5.0,4.0,Satisfied
49.0,896.0,0.0,4.0,0.0,2.0,4.0,4.0,3.0,4.0,Satisfied
62.0,200.0,0.0,3.0,3.0,3.0,5.0,2.0,2.0,1.0,Neutral or Dissatisfied
26.0,2321.0,0.0,1.0,1.0,4.0,5.0,1.0,4.0,4.0,Satisfied
38.0,1121.0,0.0,5.0,1.0,3.0,5.0,2.0,2.0,4.0,Neutral or Dissatisfied
46.0,3486.0,0.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,Satisfied
37.0,305.0,0.0,1.0,1.0,5.0,4.0,1.0,4.0,3.0,Satisfied
43.0,2480.0,0.0,5.0,4.0,4.0,4.0,5.0,2.0,5.0,Satisfied
16.0,1379.0,0.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,Neutral or Dissatisfied
19.0,3492.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,Satisfied
33.0,550.0,8.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,Neutral or Dissatisfied
41.0,576.0,0.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,Neutral or Dissatisfied
48.0,391.0,0.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,Neutral or Dissatisfied
56.0,247.0,0.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,Satisfied
37.0,192.0,0.0,0.0,3.0,3.0,3.0,4.0,2.0,3.0,Neutral or Dissatisfied
23.0,641.0,0.0,0.0,4.0,5.0,4.0,4.0,3.0,5.0,Satisfied
43.0,500.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,Neutral or Dissatisfied
55.0,3660.0,0.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,Satisfied
36.0,462.0,0.0,2.0,2.0,4.0,5.0,2.0,3.0,4.0,Satisfied
55.0,453.0,0.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0,Satisfied
29.0,602.0,0.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,Neutral or Dissatisfied
38.0,190.0,5.0,5.0,4.0,4.0,4.0,5.0,1.0,4.0,Satisfied
30.0,2199.0,0.0,1.0,4.0,3.0,5.0,1.0,2.0,5.0,Satisfied
19.0,632.0,0.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,Neutral or Dissatisfied
30.0,999.0,0.0,0.0,0.0,4.0,0.0,2.0,5.0,5.0,Satisfied
58.0,1145.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,Neutral or Dissatisfied
60.0,127.0,0.0,5.0,3.0,2.0,2.0,1.0,3.0,4.0,Neutral or Dissatisfied
43.0,3465.0,0.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,Neutral or Dissatisfied
22.0,912.0,0.0,1.0,1.0,4.0,1.0,3.0,3.0,3.0,Neutral or Dissatisfied
40.0,3855.0,6.0,0.0,0.0,3.0,5.0,1.0,1.0,5.0,Satisfied
19.0,3076.0,0.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,Satisfied
48.0,2437.0,0.0,5.0,5.0,3.0,2.0,5.0,1.0,3.0,Neutral or Dissatisfied
49.0,3206.0,0.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,Neutral or Dissatisfied
46.0,442.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,Neutral or Dissatisfied
43.0,387.0,0.0,4.0,4.0,5.0,1.0,4.0,4.0,2.0,Satisfied
52.0,2840.0,0.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,Satisfied
24.0,846.0,0.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,Neutral or Dissatisfied
35.0,594.0,6.0,5.0,5.0,1.0,3.0,5.0,3.0,3.0,Neutral or Dissatisfied
42.0,338.0,0.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,Satisfied
24.0,227.0,0.0,3.0,5.0,5.0,5.0,2.0,1.0,4.0,Satisfied
33.0,285.0,0.0,1.0,1.0,5.0,5.0,1.0,4.0,5.0,Satisfied
40.0,201.0,0.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,Satisfied
51.0,413.0,0.0,1.0,1.0,4.0,5.0,1.0,5.0,4.0,Satisfied
38.0,201.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,5.0,Satisfied
64.0,1725.0,2.0,1.0,1.0,4.0,4.0,1.0,5.0,5.0,Satisfied
47.0,168.0,8.0,4.0,0.0,4.0,0.0,3.0,4.0,2.0,Neutral or Dissatisfied
51.0,569.0,0.0,2.0,2.0,5.0,5.0,2.0,4.0,5.0,Satisfied
23.0,925.0,2.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,Neutral or Dissatisfied
60.0,641.0,0.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,Satisfied
12.0,387.0,1.0,4.0,2.0,5.0,2.0,4.0,3.0,4.0,Neutral or Dissatisfied
45.0,1971.0,0.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,Satisfied
53.0,1686.0,0.0,1.0,1.0,3.0,4.0,1.0,5.0,5.0,Satisfied
30.0,2446.0,3.0,1.0,1.0,4.0,4.0,1.0,2.0,4.0,Neutral or Dissatisfied
66.0,2614.0,0.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,Neutral or Dissatisfied
35.0,448.0,0.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,Satisfied
52.0,3041.0,0.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,Satisfied
51.0,646.0,0.0,2.0,2.0,5.0,4.0,2.0,5.0,5.0,Satisfied
17.0,333.0,0.0,4.0,1.0,5.0,1.0,3.0,3.0,4.0,Neutral or Dissatisfied
36.0,258.0,0.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,Neutral or Dissatisfied
44.0,3031.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,Satisfied
26.0,1012.0,0.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,Neutral or Dissatisfied
31.0,101.0,0.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,Neutral or Dissatisfied
61.0,3382.0,0.0,1.0,1.0,2.0,4.0,1.0,3.0,3.0,Neutral or Dissatisfied
45.0,844.0,0.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,Neutral or Dissatisfied
31.0,1389.0,0.0,5.0,3.0,3.0,4.0,3.0,5.0,4.0,Satisfied
48.0,2329.0,0.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,Satisfied
