Age,Flight Distance,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Satisfaction
40.0,3861.0,0.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,Satisfied
57.0,2721.0,0.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,Neutral or Dissatisfied
39.0,834.0,0.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,Neutral or Dissatisfied
39.0,944.0,0.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,Neutral or Dissatisfied
28.0,836.0,0.0,3.0,3.0,5.0,3.0,2.0,4.0,3.0,Neutral or Dissatisfied
65.0,1276.0,1.0,4.0,2.0,3.0,2.0,5.0,3.0,1.0,Neutral or Dissatisfied
39.0,1605.0,0.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,Neutral or Dissatisfied
35.0,247.0,0.0,3.0,3.0,1.0,4.0,3.0,3.0,4.0,Satisfied
52.0,3213.0,0.0,3.0,3.0,3.0,5.0,3.0,5.0,4.0,Satisfied
51.0,425.0,0.0,3.0,3.0,3.0,5.0,3.0,4.0,5.0,Satisfied
57.0,1995.0,0.0,3.0,5.0,5.0,5.0,2.0,4.0,2.0,Satisfied
25.0,731.0,0.0,2.0,5.0,4.0,5.0,1.0,3.0,5.0,Satisfied
50.0,3831.0,0.0,1.0,1.0,5.0,5.0,1.0,4.0,4.0,Satisfied
45.0,1592.0,0.0,5.0,2.0,4.0,1.0,5.0,2.0,1.0,Neutral or Dissatisfied
41.0,1514.0,0.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,Satisfied
66.0,2303.0,0.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,Satisfied
52.0,1023.0,0.0,5.0,4.0,4.0,3.0,1.0,4.0,4.0,Satisfied
60.0,707.0,0.0,5.0,5.0,1.0,3.0,5.0,2.0,3.0,Neutral or Dissatisfied
31.0,3655.0,0.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,Satisfied
19.0,370.0,0.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,Neutral or Dissatisfied
57.0,441.0,0.0,2.0,2.0,4.0,1.0,2.0,5.0,3.0,Satisfied
27.0,391.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,Satisfied
45.0,2963.0,0.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,Satisfied
49.0,2357.0,0.0,2.0,2.0,5.0,5.0,2.0,4.0,4.0,Satisfied
29.0,912.0,0.0,5.0,2.0,5.0,2.0,3.0,3.0,2.0,Neutral or Dissatisfied
47.0,2300.0,0.0,4.0,2.0,4.0,2.0,2.0,3.0,5.0,Neutral or Dissatisfied
58.0,2814.0,0.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,Satisfied
48.0,1087.0,0.0,2.0,2.0,4.0,5.0,2.0,4.0,5.0,Satisfied
21.0,829.0,0.0,5.0,1.0,5.0,1.0,3.0,4.0,5.0,Neutral or Dissatisfied
45.0,347.0,0.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,Neutral or Dissatisfied
46.0,413.0,0.0,4.0,4.0,4.0,5.0,4.0,1.0,5.0,Satisfied
31.0,1588.0,0.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,Satisfied
32.0,135.0,0.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,Neutral or Dissatisfied
52.0,1009.0,0.0,4.0,2.0,5.0,2.0,1.0,2.0,5.0,Neutral or Dissatisfied
61.0,248.0,0.0,4.0,5.0,4.0,5.0,5.0,3.0,2.0,Satisfied
40.0,599.0,0.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,Satisfied
37.0,247.0,0.0,2.0,2.0,4.0,2.0,4.0,3.0,1.0,Neutral or Dissatisfied
22.0,311.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,2.0,Satisfied
36.0,247.0,0.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,Neutral or Dissatisfied
37.0,362.0,2.0,5.0,2.0,4.0,2.0,5.0,3.0,2.0,Neutral or Dissatisfied
58.0,895.0,0.0,4.0,2.0,3.0,2.0,5.0,3.0,5.0,Neutral or Dissatisfied
42.0,759.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Satisfied
37.0,1589.0,0.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,Satisfied
47.0,399.0,0.0,5.0,4.0,2.0,4.0,1.0,1.0,5.0,Neutral or Dissatisfied
39.0,1935.0,0.0,5.0,5.0,3.0,1.0,5.0,4.0,2.0,Satisfied
25.0,3611.0,0.0,4.0,4.0,1.0,2.0,4.0,1.0,2.0,Neutral or Dissatisfied
20.0,406.0,0.0,5.0,3.0,4.0,3.0,1.0,4.0,4.0,Neutral or Dissatisfied
70.0,759.0,0.0,4.0,4.0,5.0,4.0,2.0,4.0,5.0,Neutral or Dissatisfied
12.0,580.0,0.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,Neutral or Dissatisfied
44.0,817.0,0.0,3.0,3.0,5.0,2.0,3.0,5.0,1.0,Satisfied
30.0,3540.0,10.0,4.0,4.0,2.0,5.0,4.0,4.0,5.0,Satisfied
54.0,3064.0,0.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,Satisfied
27.0,309.0,0.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,Neutral or Dissatisfied
33.0,3187.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,Satisfied
16.0,399.0,0.0,5.0,5.0,1.0,2.0,5.0,1.0,2.0,Neutral or Dissatisfied
36.0,427.0,0.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,Neutral or Dissatisfied
54.0,1855.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Satisfied
39.0,297.0,0.0,0.0,4.0,4.0,4.0,3.0,2.0,4.0,Neutral or Dissatisfied
50.0,228.0,0.0,1.0,3.0,5.0,4.0,1.0,2.0,4.0,Satisfied
29.0,1399.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,Satisfied
39.0,2367.0,0.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,Satisfied
31.0,1652.0,0.0,5.0,5.0,2.0,4.0,5.0,1.0,4.0,Neutral or Dissatisfied
45.0,507.0,0.0,5.0,2.0,3.0,4.0,4.0,2.0,5.0,Neutral or Dissatisfied
46.0,646.0,0.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,Neutral or Dissatisfied
55.0,3912.0,0.0,1.0,1.0,5.0,1.0,1.0,5.0,4.0,Satisfied
43.0,2646.0,0.0,3.0,3.0,5.0,4.0,3.0,5.0,4.0,Satisfied
40.0,370.0,0.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,Satisfied
7.0,158.0,0.0,4.0,4.0,4.0,4.0,1.0,5.0,1.0,Neutral or Dissatisfied
49.0,2041.0,8.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,Neutral or Dissatisfied
47.0,1780.0,0.0,1.0,1.0,5.0,5.0,3.0,2.0,5.0,Satisfied
26.0,541.0,0.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,Neutral or Dissatisfied
66.0,368.0,0.0,1.0,1.0,5.0,2.0,3.0,5.0,2.0,Neutral or Dissatisfied
55.0,2562.0,0.0,1.0,1.0,4.0,4.0,1.0,5.0,4.0,Satisfied
26.0,246.0,0.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,Satisfied
36.0,516.0,0.0,1.0,1.0,4.0,1.0,2.0,4.0,2.0,Neutral or Dissatisfied
52.0,602.0,0.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,Neutral or Dissatisfied
50.0,372.0,7.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,Neutral or Dissatisfied
48.0,1389.0,0.0,4.0,0.0,4.0,2.0,4.0,3.0,2.0,Satisfied
56.0,1389.0,0.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,Satisfied
44.0,1303.0,7.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,Satisfied
25.0,344.0,10.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,Neutral or Dissatisfied
45.0,2578.0,0.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,Satisfied
24.0,3415.0,5.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,Neutral or Dissatisfied
51.0,173.0,0.0,5.0,5.0,2.0,4.0,5.0,5.0,4.0,Satisfied
28.0,3010.0,0.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,Satisfied
50.0,575.0,0.0,5.0,5.0,5.0,2.0,5.0,2.0,1.0,Satisfied
54.0,2007.0,3.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,Satisfied
24.0,1728.0,0.0,1.0,1.0,3.0,4.0,1.0,4.0,4.0,Satisfied
53.0,258.0,0.0,2.0,2.0,5.0,4.0,2.0,5.0,4.0,Satisfied
50.0,356.0,0.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,Neutral or Dissatisfied
25.0,587.0,0.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,Neutral or Dissatisfied
49.0,3985.0,0.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,Satisfied
43.0,328.0,0.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,Satisfied
13.0,1145.0,0.0,4.0,3.0,1.0,3.0,1.0,3.0,3.0,Neutral or Dissatisfied
36.0,250.0,0.0,1.0,1.0,3.0,5.0,1.0,3.0,5.0,Satisfied
44.0,589.0,0.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,Satisfied
26.0,1151.0,0.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,Neutral or Dissatisfied
56.0,192.0,0.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,Satisfied
45.0,2884.0,0.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,Satisfied
62.0,761.0,0.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,Neutral or Dissatisfied
17.0,101.0,0.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,Satisfied
39.0,371.0,0.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,Satisfied
37.0,383.0,0.0,3.0,3.0,3.0,5.0,3.0,2.0,5.0,Satisfied
29.0,3833.0,0.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,Satisfied
55.0,1884.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,Satisfied
51.0,337.0,0.0,0.0,0.0,5.0,4.0,3.0,4.0,4.0,Satisfied
45.0,115.0,0.0,5.0,2.0,2.0,2.0,1.0,3.0,4.0,Neutral or Dissatisfied
47.0,854.0,0.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,Satisfied
51.0,558.0,0.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,Satisfied
31.0,1802.0,0.0,4.0,5.0,2.0,5.0,4.0,2.0,4.0,Satisfied
68.0,1237.0,0.0,5.0,1.0,4.0,1.0,4.0,5.0,4.0,Neutral or Dissatisfied
27.0,1205.0,0.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,Neutral or Dissatisfied
42.0,2288.0,4.0,5.0,4.0,1.0,4.0,5.0,4.0,4.0,Satisfied
53.0,2475.0,6.0,5.0,5.0,1.0,1.0,5.0,4.0,1.0,Neutral or Dissatisfied
29.0,414.0,0.0,2.0,2.0,4.0,2.0,4.0,1.0,2.0,Neutral or Dissatisfied
49.0,1729.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,Satisfied
54.0,2734.0,0.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,Satisfied
21.0,204.0,0.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,Neutral or Dissatisfied
30.0,936.0,0.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,Satisfied
21.0,2736.0,0.0,4.0,4.0,1.0,2.0,4.0,4.0,2.0,Neutral or Dissatisfied
30.0,1546.0,4.0,3.0,3.0,1.0,2.0,3.0,4.0,2.0,Neutral or Dissatisfied
58.0,226.0,0.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,Satisfied
58.0,594.0,0.0,2.0,1.0,4.0,4.0,4.0,1.0,4.0,Neutral or Dissatisfied
57.0,125.0,0.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,Satisfied
52.0,114.0,0.0,1.0,4.0,2.0,3.0,4.0,5.0,5.0,Satisfied
52.0,2300.0,0.0,4.0,0.0,3.0,3.0,2.0,5.0,5.0,Satisfied
65.0,425.0,0.0,4.0,2.0,5.0,2.0,3.0,3.0,4.0,Neutral or Dissatisfied
45.0,1235.0,0.0,3.0,3.0,4.0,5.0,3.0,2.0,5.0,Satisfied
43.0,1620.0,0.0,5.0,3.0,1.0,1.0,5.0,1.0,1.0,Neutral or Dissatisfied
60.0,666.0,0.0,1.0,1.0,4.0,4.0,1.0,4.0,5.0,Satisfied
39.0,1216.0,0.0,5.0,5.0,4.0,2.0,5.0,4.0,3.0,Neutral or Dissatisfied
38.0,442.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,Neutral or Dissatisfied
51.0,1086.0,2.0,4.0,1.0,5.0,4.0,3.0,5.0,5.0,Neutral or Dissatisfied
44.0,2227.0,0.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,Neutral or Dissatisfied
26.0,2227.0,0.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,Neutral or Dissatisfied
20.0,414.0,0.0,0.0,5.0,4.0,5.0,5.0,3.0,3.0,Satisfied
51.0,2366.0,0.0,5.0,4.0,1.0,1.0,5.0,4.0,1.0,Neutral or Dissatisfied
58.0,581.0,0.0,1.0,1.0,4.0,5.0,1.0,4.0,1.0,Satisfied
23.0,1283.0,0.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,Satisfied
50.0,214.0,0.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,Satisfied
37.0,1838.0,2.0,2.0,2.0,4.0,2.0,1.0,5.0,3.0,Neutral or Dissatisfied
53.0,2936.0,0.0,2.0,2.0,5.0,4.0,2.0,5.0,5.0,Satisfied
30.0,912.0,0.0,4.0,2.0,3.0,2.0,3.0,5.0,2.0,Neutral or Dissatisfied
51.0,1084.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,Satisfied
11.0,577.0,0.0,0.0,5.0,3.0,5.0,4.0,3.0,3.0,Satisfied
47.0,992.0,0.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,Satisfied
33.0,1119.0,0.0,5.0,3.0,5.0,3.0,3.0,4.0,5.0,Neutral or Dissatisfied
58.0,821.0,0.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,Neutral or Dissatisfied
41.0,2552.0,0.0,1.0,1.0,3.0,4.0,1.0,5.0,4.0,Satisfied
53.0,594.0,0.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,Neutral or Dissatisfied
43.0,1379.0,0.0,1.0,1.0,4.0,4.0,1.0,5.0,5.0,Satisfied
24.0,2941.0,0.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,Satisfied
57.0,251.0,4.0,5.0,0.0,5.0,2.0,5.0,1.0,3.0,Neutral or Dissatisfied
35.0,927.0,6.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,Neutral or Dissatisfied
20.0,382.0,0.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,Satisfied
33.0,1578.0,0.0,2.0,2.0,1.0,3.0,2.0,1.0,4.0,Satisfied
42.0,1073.0,0.0,5.0,2.0,5.0,2.0,2.0,3.0,4.0,Neutral or Dissatisfied
37.0,1754.0,0.0,4.0,1.0,3.0,1.0,3.0,5.0,2.0,Neutral or Dissatisfied
24.0,546.0,0.0,2.0,4.0,2.0,4.0,3.0,1.0,1.0,Satisfied
48.0,2684.0,0.0,1.0,1.0,4.0,5.0,1.0,5.0,4.0,Satisfied
46.0,1488.0,7.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,Satisfied
34.0,1626.0,0.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,Satisfied
69.0,406.0,0.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,Neutral or Dissatisfied
9.0,189.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,Neutral or Dissatisfied
55.0,247.0,9.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,Neutral or Dissatisfied
50.0,519.0,0.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,Satisfied
26.0,1032.0,0.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,Neutral or Dissatisfied
8.0,985.0,0.0,5.0,3.0,4.0,3.0,5.0,3.0,1.0,Neutral or Dissatisfied
27.0,3896.0,0.0,1.0,1.0,1.0,4.0,1.0,5.0,4.0,Satisfied
30.0,2474.0,0.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,Satisfied
29.0,1190.0,0.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,Neutral or Dissatisfied
37.0,2532.0,4.0,1.0,1.0,5.0,4.0,1.0,5.0,4.0,Satisfied
24.0,588.0,0.0,5.0,2.0,2.0,2.0,3.0,1.0,1.0,Neutral or Dissatisfied
48.0,2877.0,0.0,2.0,2.0,3.0,5.0,2.0,4.0,5.0,Satisfied
23.0,967.0,0.0,5.0,5.0,3.0,5.0,1.0,3.0,2.0,Satisfied
19.0,1438.0,0.0,2.0,2.0,3.0,4.0,2.0,5.0,4.0,Satisfied
53.0,2486.0,0.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,Satisfied
38.0,331.0,0.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,Neutral or Dissatisfied
22.0,404.0,0.0,0.0,0.0,4.0,0.0,3.0,5.0,4.0,Neutral or Dissatisfied
10.0,177.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,Neutral or Dissatisfied
40.0,110.0,0.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,Satisfied
58.0,2475.0,0.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,Neutral or Dissatisfied
55.0,1846.0,0.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,Satisfied
65.0,2197.0,5.0,3.0,3.0,3.0,2.0,3.0,5.0,4.0,Satisfied
47.0,1917.0,0.0,3.0,3.0,5.0,4.0,3.0,3.0,5.0,Satisfied
36.0,2079.0,0.0,2.0,5.0,2.0,5.0,3.0,3.0,5.0,Satisfied
24.0,622.0,0.0,5.0,2.0,4.0,2.0,2.0,4.0,4.0,Neutral or Dissatisfied
43.0,1197.0,0.0,3.0,3.0,5.0,4.0,3.0,3.0,5.0,Satisfied
38.0,3731.0,0.0,1.0,4.0,3.0,5.0,1.0,5.0,5.0,Satisfied
37.0,2003.0,10.0,1.0,1.0,3.0,5.0,1.0,5.0,4.0,Satisfied
42.0,2263.0,0.0,2.0,2.0,5.0,4.0,2.0,4.0,5.0,Satisfied
22.0,542.0,0.0,5.0,3.0,1.0,3.0,3.0,3.0,4.0,Neutral or Dissatisfied
23.0,356.0,9.0,2.0,3.0,3.0,1.0,3.0,4.0,4.0,Neutral or Dissatisfied
20.0,414.0,0.0,1.0,2.0,2.0,2.0,3.0,1.0,5.0,Neutral or Dissatisfied
30.0,832.0,0.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,Satisfied
32.0,2620.0,0.0,1.0,1.0,3.0,5.0,1.0,5.0,5.0,Satisfied
70.0,650.0,0.0,5.0,2.0,1.0,2.0,3.0,2.0,5.0,Neutral or Dissatisfied
60.0,3108.0,0.0,3.0,3.0,3.0,1.0,3.0,5.0,4.0,Satisfied
22.0,102.0,1.0,0.0,3.0,4.0,3.0,4.0,5.0,5.0,Neutral or Dissatisfied
45.0,2025.0,0.0,3.0,3.0,5.0,4.0,3.0,4.0,5.0,Satisfied
70.0,761.0,0.0,5.0,2.0,4.0,5.0,3.0,2.0,4.0,Neutral or Dissatisfied
52.0,3930.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,Neutral or Dissatisfied
49.0,862.0,0.0,5.0,3.0,4.0,4.0,1.0,2.0,4.0,Neutral or Dissatisfied
55.0,3181.0,0.0,2.0,2.0,5.0,5.0,2.0,5.0,5.0,Satisfied
32.0,2560.0,0.0,1.0,1.0,2.0,5.0,1.0,3.0,5.0,Satisfied
41.0,2348.0,1.0,2.0,2.0,4.0,5.0,2.0,4.0,4.0,Satisfied
29.0,2335.0,6.0,4.0,4.0,2.0,3.0,4.0,1.0,3.0,Neutral or Dissatisfied
39.0,594.0,7.0,1.0,2.0,3.0,2.0,3.0,3.0,5.0,Neutral or Dissatisfied
37.0,2218.0,0.0,2.0,1.0,4.0,1.0,3.0,4.0,1.0,Neutral or Dissatisfied
26.0,2466.0,0.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,Satisfied
60.0,2030.0,0.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,Satisfied
59.0,2530.0,0.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,Satisfied
42.0,1185.0,0.0,3.0,3.0,1.0,3.0,3.0,4.0,5.0,Satisfied
35.0,3097.0,0.0,2.0,2.0,1.0,4.0,2.0,3.0,4.0,Neutral or Dissatisfied
39.0,255.0,0.0,5.0,4.0,5.0,4.0,2.0,4.0,1.0,Neutral or Dissatisfied
14.0,325.0,0.0,2.0,1.0,2.0,1.0,4.0,3.0,3.0,Neutral or Dissatisfied
40.0,363.0,0.0,2.0,2.0,4.0,5.0,2.0,3.0,5.0,Satisfied
38.0,214.0,6.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,Neutral or Dissatisfied
36.0,143.0,0.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,Neutral or Dissatisfied
33.0,431.0,0.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,Satisfied
55.0,3787.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,Satisfied
54.0,3953.0,5.0,5.0,5.0,2.0,3.0,5.0,3.0,4.0,Neutral or Dissatisfied
37.0,174.0,10.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,Neutral or Dissatisfied
23.0,577.0,0.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,Neutral or Dissatisfied
40.0,108.0,0.0,3.0,3.0,4.0,3.0,4.0,1.0,5.0,Neutral or Dissatisfied
53.0,337.0,0.0,0.0,0.0,5.0,4.0,2.0,1.0,4.0,Satisfied
31.0,2008.0,0.0,4.0,2.0,2.0,2.0,4.0,1.0,2.0,Neutral or Dissatisfied
39.0,1759.0,0.0,3.0,3.0,4.0,3.0,3.0,5.0,2.0,Satisfied
41.0,2733.0,0.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,Satisfied
47.0,1276.0,0.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,Satisfied
38.0,266.0,9.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,Satisfied
35.0,964.0,1.0,4.0,1.0,5.0,1.0,4.0,5.0,3.0,Neutral or Dissatisfied
43.0,3587.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,Satisfied
37.0,222.0,0.0,1.0,5.0,1.0,5.0,1.0,4.0,4.0,Satisfied
26.0,1303.0,0.0,3.0,3.0,1.0,3.0,4.0,1.0,1.0,Neutral or Dissatisfied
67.0,315.0,0.0,5.0,4.0,2.0,5.0,2.0,2.0,4.0,Neutral or Dissatisfied
12.0,547.0,0.0,4.0,2.0,4.0,2.0,3.0,5.0,4.0,Neutral or Dissatisfied
40.0,328.0,0.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,Neutral or Dissatisfied
42.0,349.0,0.0,1.0,1.0,2.0,2.0,1.0,5.0,5.0,Satisfied
35.0,912.0,0.0,5.0,2.0,4.0,2.0,1.0,5.0,5.0,Neutral or Dissatisfied
44.0,957.0,0.0,2.0,2.0,2.0,5.0,2.0,1.0,5.0,Satisfied
21.0,119.0,0.0,0.0,5.0,4.0,5.0,1.0,5.0,4.0,Satisfied
36.0,328.0,0.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,Satisfied
35.0,2780.0,0.0,5.0,5.0,4.0,3.0,5.0,2.0,3.0,Neutral or Dissatisfied
55.0,2475.0,0.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,Satisfied
49.0,606.0,0.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,Neutral or Dissatisfied
41.0,170.0,0.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,Satisfied
52.0,547.0,0.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,Satisfied
42.0,772.0,0.0,1.0,1.0,3.0,5.0,1.0,5.0,4.0,Satisfied
49.0,2435.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,Neutral or Dissatisfied
12.0,925.0,0.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,Neutral or Dissatisfied
58.0,3004.0,9.0,5.0,5.0,4.0,4.0,5.0,3.0,3.0,Neutral or Dissatisfied
21.0,175.0,0.0,0.0,1.0,3.0,1.0,4.0,4.0,1.0,Neutral or Dissatisfied
47.0,2586.0,7.0,0.0,0.0,3.0,2.0,4.0,2.0,4.0,Neutral or Dissatisfied
47.0,978.0,0.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,Neutral or Dissatisfied
41.0,765.0,0.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,Satisfied
60.0,507.0,0.0,2.0,2.0,3.0,5.0,2.0,5.0,4.0,Satisfied
50.0,1390.0,10.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,Satisfied
45.0,1617.0,0.0,1.0,1.0,3.0,4.0,1.0,3.0,4.0,Satisfied
